wid,predicted_category
12264,leisure
5044,affection
1699,exercise
267,leisure
2497,achievement
4146,bonding
148,nature
1620,leisure
5334,achievement
909,enjoy_the_moment
7,enjoy_the_moment
1598,achievement
7274,achievement
5823,affection
332,achievement
526,enjoy_the_moment
6674,enjoy_the_moment
10133,enjoy_the_moment
1772,achievement
174,affection
1747,affection
354,affection
1482,affection
2553,nature
1237,bonding
3854,affection
66,nature
513,enjoy_the_moment
5872,achievement
2091,achievement
2716,achievement
3813,achievement
146,achievement
518,achievement
5316,bonding
49,achievement
2703,bonding
372,bonding
208,achievement
511,enjoy_the_moment
1082,enjoy_the_moment
240,leisure
661,enjoy_the_moment
2660,nature
561,exercise
2104,achievement
2719,affection
581,leisure
422,enjoy_the_moment
1521,achievement
4884,achievement
9851,affection
1282,affection
4762,achievement
440,leisure
646,bonding
13126,enjoy_the_moment
5205,affection
390,achievement
695,affection
1053,achievement
12066,affection
7820,nature
619,enjoy_the_moment
1635,affection
1233,affection
230,nature
657,bonding
512,leisure
4144,enjoy_the_moment
168,bonding
908,bonding
2411,enjoy_the_moment
5459,achievement
589,affection
212,affection
150,achievement
557,achievement
4946,achievement
48,achievement
371,affection
11349,achievement
1849,bonding
3456,enjoy_the_moment
4139,affection
73,affection
2656,leisure
1685,enjoy_the_moment
1787,bonding
129,achievement
104,affection
293,enjoy_the_moment
1729,affection
3897,affection
1988,affection
2133,enjoy_the_moment
430,bonding
226,bonding
788,achievement
6763,enjoy_the_moment
217,achievement
361,achievement
345,affection
365,achievement
1585,nature
3,affection
1545,enjoy_the_moment
8434,achievement
10,exercise
2178,achievement
31,affection
5600,achievement
404,achievement
8356,achievement
1533,achievement
1296,affection
187,affection
2693,achievement
4262,achievement
91,achievement
3542,affection
9544,affection
1397,bonding
76,affection
291,achievement
1360,achievement
6936,affection
1310,achievement
2022,affection
9015,enjoy_the_moment
1831,achievement
4984,achievement
251,bonding
336,affection
848,affection
3081,bonding
3341,achievement
12501,affection
1617,affection
4310,affection
1424,achievement
128,leisure
159,achievement
11417,affection
1306,achievement
1532,affection
2426,affection
3972,achievement
3252,achievement
1353,affection
2256,achievement
1712,nature
1381,affection
3056,enjoy_the_moment
8149,achievement
810,leisure
11,achievement
955,achievement
1,achievement
12315,achievement
4929,achievement
1161,achievement
13745,affection
7522,affection
1818,achievement
10726,achievement
9027,bonding
4998,affection
125,affection
4435,achievement
1919,achievement
95,affection
2867,enjoy_the_moment
1669,bonding
3834,achievement
2124,achievement
2842,affection
564,affection
126,affection
2782,achievement
179,affection
594,leisure
1637,achievement
1936,achievement
7331,affection
2021,achievement
2267,enjoy_the_moment
435,achievement
10039,affection
1133,enjoy_the_moment
23,achievement
9155,affection
433,bonding
261,bonding
491,affection
4282,bonding
73,achievement
227,affection
252,achievement
234,achievement
1875,achievement
950,achievement
212,bonding
8113,achievement
11068,bonding
1005,affection
317,affection
560,achievement
1808,bonding
4465,leisure
1241,enjoy_the_moment
54,achievement
259,bonding
44,achievement
69,affection
1768,achievement
6313,bonding
1572,affection
13033,achievement
1639,achievement
53,enjoy_the_moment
3455,affection
969,achievement
9573,achievement
638,achievement
8177,affection
615,affection
347,achievement
211,achievement
5152,achievement
757,achievement
2995,achievement
115,bonding
1648,enjoy_the_moment
3059,achievement
35,bonding
3106,achievement
12393,bonding
2292,achievement
8392,enjoy_the_moment
2958,achievement
1683,achievement
1193,achievement
1321,achievement
2091,affection
629,affection
3866,bonding
681,affection
8576,achievement
377,achievement
5,achievement
823,affection
138,affection
2,affection
448,achievement
425,affection
90,enjoy_the_moment
4795,affection
1827,achievement
475,enjoy_the_moment
9634,achievement
1569,achievement
13047,achievement
3582,achievement
13348,achievement
2697,affection
559,achievement
568,achievement
1841,achievement
2315,achievement
2879,affection
5827,achievement
1752,affection
2177,achievement
5365,achievement
70,enjoy_the_moment
11820,achievement
9158,achievement
977,bonding
740,achievement
3421,enjoy_the_moment
1891,bonding
74,achievement
152,leisure
10160,affection
29,achievement
2980,affection
2886,enjoy_the_moment
1064,achievement
257,bonding
225,enjoy_the_moment
9258,affection
7194,achievement
1266,affection
218,achievement
9825,affection
1444,achievement
49,achievement
26,affection
1462,achievement
895,bonding
611,affection
12690,achievement
1764,affection
5663,achievement
109,bonding
237,affection
6637,affection
9844,affection
1289,affection
489,affection
207,affection
12369,achievement
71,bonding
21,achievement
13365,affection
1763,achievement
589,nature
52,enjoy_the_moment
78,bonding
654,enjoy_the_moment
12206,achievement
689,achievement
224,affection
297,affection
3276,achievement
11852,achievement
341,achievement
1057,achievement
8825,affection
8320,affection
1199,bonding
4992,affection
455,affection
3763,affection
1034,bonding
3877,achievement
2236,achievement
544,enjoy_the_moment
7471,achievement
12370,affection
7884,affection
55,achievement
1523,nature
12251,achievement
5778,achievement
420,achievement
188,affection
2310,achievement
498,achievement
24,achievement
25,achievement
1727,affection
14,bonding
699,achievement
581,enjoy_the_moment
1986,bonding
376,achievement
946,achievement
588,affection
2447,achievement
13,achievement
477,enjoy_the_moment
635,affection
232,affection
2628,achievement
5013,enjoy_the_moment
985,achievement
11655,affection
7036,achievement
2029,affection
1028,bonding
1038,affection
39,affection
1118,nature
349,affection
12,affection
27,affection
19,affection
1638,leisure
4120,affection
206,affection
1782,achievement
1221,affection
11886,affection
1281,affection
1535,affection
476,bonding
12762,enjoy_the_moment
8415,achievement
586,affection
1622,affection
1403,affection
4354,leisure
10444,affection
364,affection
307,affection
282,affection
355,bonding
488,affection
400,achievement
362,achievement
578,achievement
358,achievement
386,leisure
426,achievement
1836,affection
570,achievement
346,affection
214,nature
368,achievement
2272,bonding
416,nature
322,nature
363,nature
352,nature
858,affection
294,nature
465,achievement
680,affection
313,affection
1455,achievement
1252,affection
41,affection
348,nature
378,bonding
249,leisure
79,bonding
195,achievement
2078,achievement
2019,achievement
321,enjoy_the_moment
344,bonding
1119,achievement
3286,affection
304,affection
962,achievement
4,achievement
40,affection
763,achievement
373,achievement
389,achievement
383,affection
1293,affection
1396,affection
703,affection
34,bonding
18,bonding
427,achievement
1511,achievement
13621,affection
8167,affection
4257,affection
5500,achievement
51,affection
4652,achievement
1646,affection
1606,affection
12246,achievement
540,bonding
6220,achievement
15,affection
685,achievement
106,affection
1142,affection
2129,affection
85,nature
86,affection
7636,affection
503,affection
2684,affection
140,achievement
5103,achievement
215,affection
2023,affection
63,achievement
2800,affection
947,affection
728,affection
2083,affection
7001,affection
157,achievement
120,affection
2037,achievement
939,achievement
10336,achievement
288,affection
3020,bonding
1457,bonding
402,affection
602,affection
4176,affection
254,affection
496,affection
1076,achievement
924,bonding
1063,bonding
2158,bonding
13435,achievement
289,achievement
247,affection
1796,achievement
2637,affection
98,affection
94,bonding
1625,achievement
701,affection
2039,achievement
3264,bonding
754,affection
871,achievement
1871,achievement
1094,enjoy_the_moment
5035,achievement
1580,achievement
469,achievement
1478,nature
4890,bonding
2080,affection
3376,achievement
10050,enjoy_the_moment
2510,enjoy_the_moment
995,affection
1608,achievement
976,bonding
1706,affection
3004,affection
796,bonding
12288,achievement
81,achievement
949,achievement
62,leisure
902,affection
3200,affection
9,bonding
5346,affection
3300,affection
1217,affection
158,bonding
802,bonding
160,achievement
1503,achievement
220,affection
50,leisure
900,affection
4642,leisure
2832,achievement
2771,achievement
424,bonding
146,achievement
9724,affection
1830,achievement
61,achievement
3516,affection
3835,achievement
4104,affection
479,bonding
614,affection
10643,affection
874,affection
9952,affection
1227,achievement
1686,affection
3403,achievement
5060,bonding
4162,affection
12296,affection
1324,affection
1155,affection
8751,affection
2709,achievement
4151,achievement
8809,affection
1012,achievement
13463,achievement
4870,affection
3394,affection
1507,bonding
5701,achievement
3044,affection
7318,affection
3187,affection
3430,affection
1041,achievement
2351,leisure
10906,affection
1699,achievement
4997,affection
1520,affection
339,affection
264,achievement
2601,bonding
10863,affection
8179,affection
9192,achievement
3345,affection
3518,affection
5441,achievement
1711,achievement
7830,achievement
10742,achievement
2432,affection
1245,affection
3253,achievement
981,affection
1054,affection
6260,affection
1897,achievement
4385,achievement
1453,enjoy_the_moment
12856,affection
2533,achievement
10736,achievement
1351,bonding
1432,affection
200,achievement
2707,affection
2784,achievement
2306,affection
1391,achievement
525,affection
276,affection
1332,achievement
2620,affection
149,affection
1355,affection
47,achievement
7507,bonding
9701,achievement
303,affection
12848,affection
262,achievement
7618,achievement
1287,achievement
5847,achievement
175,achievement
2643,affection
332,bonding
3935,affection
11459,affection
5719,achievement
1233,affection
1236,affection
6324,achievement
3508,achievement
3307,affection
5325,bonding
405,bonding
6106,affection
1956,affection
2642,affection
210,achievement
2494,affection
731,enjoy_the_moment
9501,affection
1684,achievement
3801,achievement
2880,achievement
4388,affection
9985,enjoy_the_moment
4635,achievement
3854,affection
1085,affection
7721,affection
2395,bonding
5214,bonding
3502,affection
2735,affection
4646,enjoy_the_moment
1277,achievement
13429,achievement
4111,achievement
183,achievement
1479,affection
4975,affection
4164,affection
4223,affection
92,affection
12888,affection
13114,achievement
519,achievement
7493,affection
928,achievement
1758,affection
2876,affection
1105,nature
4964,affection
555,affection
11326,bonding
612,affection
978,achievement
4496,achievement
1685,bonding
201,affection
1612,affection
1760,achievement
6243,bonding
11610,leisure
2522,bonding
2151,affection
2258,affection
3304,achievement
704,achievement
1280,achievement
2903,affection
6757,achievement
2273,affection
13577,achievement
865,bonding
2934,bonding
4665,achievement
4481,bonding
6717,achievement
9330,affection
280,affection
