wid,age,gender,marital,parenthood,predicted_category
1082,24,m,single,n,achievement
1083,31,m,married,y,achievement
1084,39,m,married,y,achievement
1085,50,f,married,y,achievement
1086,28,m,single,n,achievement
1087,40,m,married,n,achievement
1088,26,m,single,n,achievement
1089,32,m,single,n,achievement
1090,23,m,single,n,achievement
1091,23,f,single,n,achievement
1092,32,m,single,n,achievement
1093,35,f,married,n,achievement
1094,23,m,single,n,achievement
1095,31,m,single,y,achievement
1096,42,f,married,y,achievement
1097,36,m,single,n,achievement
1098,25,m,single,n,achievement
1099,30,f,married,n,achievement
1100,51,f,married,n,achievement
1101,26,f,single,n,achievement
1102,29,f,single,n,achievement
1103,36,f,married,y,achievement
1104,34,f,married,y,achievement
1105,27,f,single,n,achievement
1106,28,f,single,n,achievement
1107,22,m,single,n,achievement
1108,35,m,married,y,achievement
1109,38,m,single,n,achievement
1110,21,m,single,n,achievement
1111,38,m,married,y,achievement
1112,32,m,single,n,achievement
1114,33,m,married,n,achievement
1115,38,f,married,y,achievement
1116,36,m,married,y,achievement
1117,30,f,married,y,affection
1118,26,m,married,y,achievement
1119,31,m,single,n,achievement
1121,41,m,married,y,achievement
1122,44,f,single,n,affection
1123,25,m,single,n,achievement
1124,21,f,single,n,affection
1125,34,m,single,n,achievement
1126,33,m,married,y,achievement
1127,18,m,single,n,achievement
1128,24,m,single,n,achievement
1129,31,m,single,n,achievement
1130,25,m,single,n,achievement
1131,26,f,married,n,achievement
1132,33,m,married,y,achievement
1133,34,f,single,n,achievement
1134,45,f,married,y,achievement
1135,29,m,single,n,achievement
1137,41,f,married,y,affection
1138,40,f,married,y,achievement
1139,19,m,single,n,achievement
1140,22,m,single,n,achievement
1141,23,f,single,n,achievement
1142,32,m,single,n,achievement
1143,24,m,single,n,achievement
1144,31,m,single,n,achievement
1145,25,f,single,n,achievement
1146,24,m,single,n,affection
1147,39,f,married,y,achievement
1148,35,m,single,n,achievement
1149,22,m,single,n,achievement
1150,25,m,single,y,achievement
1151,29,m,single,n,achievement
1152,25,m,single,n,achievement
1153,27,f,married,y,achievement
1154,46,f,single,n,achievement
1155,32,f,married,n,achievement
1156,30,m,married,y,achievement
1157,28,f,married,y,achievement
1158,43,f,married,y,achievement
1159,30,f,married,y,achievement
1160,24,f,single,n,achievement
1161,32,f,married,y,achievement
1162,37,f,married,n,achievement
1163,46,m,single,n,achievement
1164,35,m,single,n,achievement
1166,33,m,married,n,achievement
1167,23,m,single,n,achievement
1168,30,m,single,n,achievement
1169,34,m,single,n,achievement
1170,28,m,married,y,achievement
1172,36,m,single,n,achievement
1173,20,f,married,n,affection
1174,26,m,single,n,achievement
1175,35,m,married,y,achievement
1176,31,f,married,n,achievement
1177,39,m,married,y,achievement
1178,27,f,single,n,achievement
1179,27,m,married,y,achievement
1180,29,m,single,n,achievement
1181,31,m,married,y,achievement
1182,26,m,married,n,achievement
1183,29,f,married,y,achievement
1184,38,m,married,y,achievement
1185,20,m,single,n,achievement
1186,31,m,married,y,achievement
1187,26,f,married,n,achievement
1188,31,m,single,n,achievement
1189,33,f,married,y,achievement
1190,23,f,single,n,achievement
1192,29,f,married,y,achievement
1193,33,f,married,y,achievement
1194,33,m,married,y,achievement
1195,25,m,married,n,achievement
1196,31,m,single,n,achievement
1197,29,f,married,n,achievement
1198,42,m,married,y,achievement
1199,26,f,married,y,achievement
1200,50,m,single,n,achievement
1201,25,m,single,n,achievement
1202,37,f,married,y,achievement
1203,32,m,married,n,achievement
1204,20,f,single,n,achievement
1205,44,m,married,y,achievement
1206,33,m,single,n,achievement
1209,23,m,single,n,achievement
1210,31,f,married,y,achievement
1211,33,f,single,n,achievement
1212,30,m,married,y,achievement
1213,49,f,married,y,achievement
1214,40,m,single,y,achievement
1215,26,m,married,y,affection
1216,25,f,married,y,achievement
1217,22,f,single,n,achievement
1218,31,f,married,y,achievement
1219,29,m,single,n,achievement
1221,31,f,married,y,achievement
1222,24,f,single,n,achievement
1223,23,m,single,n,achievement
1224,49,m,married,y,achievement
1225,28,m,single,n,achievement
1226,29,m,single,n,achievement
1227,28,f,married,y,achievement
1228,25,m,married,y,affection
1230,32,f,single,n,achievement
1231,28,f,married,y,achievement
1232,35,m,married,y,achievement
1233,29,f,married,y,achievement
1234,47,f,married,y,achievement
1235,21,m,single,n,achievement
1236,28,m,single,n,achievement
1237,29,m,married,n,achievement
1238,35,m,married,y,achievement
1239,22,f,single,n,achievement
1240,23,m,single,n,achievement
1241,22,f,single,n,achievement
1242,29,f,single,n,achievement
1243,28,f,single,n,achievement
1244,50,m,married,y,achievement
1245,42,m,single,n,achievement
1246,25,f,single,n,achievement
1247,34,m,married,y,achievement
1248,33,m,single,n,achievement
1249,42,f,married,y,achievement
1250,28,f,single,n,achievement
1251,27,m,single,n,achievement
1252,31,f,married,y,achievement
1254,32,m,married,y,achievement
1255,27,m,single,n,achievement
1256,31,m,single,y,achievement
1257,28,m,single,n,achievement
1258,30,f,single,n,achievement
1259,30,m,married,n,achievement
1262,24,f,single,n,achievement
1263,27,f,single,n,achievement
1264,28,m,single,n,achievement
1265,27,m,single,y,achievement
1266,24,f,married,y,affection
1267,40,m,single,n,achievement
1268,24,f,single,n,achievement
1269,24,m,single,n,achievement
1270,31,m,single,n,achievement
1271,33,m,single,n,achievement
1272,35,m,single,n,achievement
1273,39,m,married,y,achievement
1274,32,f,married,y,achievement
1275,29,m,single,n,achievement
1276,32,m,single,n,achievement
1277,30,f,married,n,achievement
1278,25,m,married,n,achievement
1279,28,m,single,n,achievement
1280,19,m,single,n,achievement
1281,31,f,married,y,achievement
1282,25,m,single,n,achievement
1284,26,m,single,n,achievement
1285,29,m,married,n,achievement
1286,28,f,married,y,achievement
1287,26,m,single,n,achievement
1288,30,m,single,n,achievement
1289,40,f,single,n,achievement
1290,50,f,married,y,achievement
1291,24,m,single,n,achievement
1292,25,f,married,n,achievement
1293,29,m,single,n,achievement
1294,20,m,single,n,achievement
1296,25,f,married,n,achievement
1297,25,f,single,n,achievement
1298,46,m,single,n,achievement
1299,19,m,single,n,achievement
1300,27,m,married,y,achievement
1301,28,m,single,n,achievement
1302,28,f,married,y,achievement
1303,38,m,married,y,achievement
1304,43,m,married,y,achievement
1305,37,f,married,y,achievement
1306,28,m,single,n,achievement
1307,20,m,single,n,achievement
1308,36,f,married,y,achievement
1309,26,m,married,y,achievement
1310,29,m,single,n,achievement
1311,45,m,married,n,achievement
1312,23,m,single,n,achievement
1313,26,m,single,n,achievement
1314,29,m,single,n,achievement
1315,38,m,married,y,achievement
1316,29,f,married,y,achievement
1317,21,m,single,n,achievement
1318,30,m,single,n,achievement
1319,28,m,single,n,affection
1320,36,f,single,n,achievement
1321,18,m,single,n,achievement
1322,38,f,married,y,affection
1323,27,f,married,y,affection
1325,43,f,married,y,achievement
1326,33,m,single,n,achievement
1327,23,m,married,n,achievement
1330,24,f,single,n,achievement
1331,26,m,single,n,achievement
1332,38,m,married,y,achievement
1333,28,f,married,y,achievement
1334,34,f,single,n,achievement
1335,25,f,married,y,achievement
1336,27,m,single,n,achievement
1337,30,f,single,n,achievement
1339,29,f,single,n,achievement
1340,36,m,single,n,achievement
1341,34,m,single,n,achievement
1342,50,m,single,n,achievement
1343,23,m,single,n,achievement
1344,22,m,single,n,achievement
1345,28,m,married,n,achievement
1346,44,m,single,n,achievement
1347,21,f,single,n,achievement
1348,41,m,single,n,achievement
1350,34,m,single,n,achievement
1351,24,m,single,n,achievement
1352,23,f,single,n,achievement
1354,25,m,single,n,achievement
1355,45,m,married,y,achievement
1356,35,f,married,y,achievement
1357,36,m,married,n,achievement
1358,31,m,single,n,achievement
1359,32,m,single,n,achievement
1360,35,f,married,n,achievement
1361,27,f,single,y,achievement
1362,25,m,single,n,achievement
1363,48,m,married,y,achievement
1365,30,f,single,y,achievement
1366,28,f,married,y,achievement
1367,29,f,married,y,achievement
1368,23,m,single,n,achievement
1370,41,f,married,y,achievement
1371,24,m,single,n,achievement
1372,24,f,single,n,achievement
1373,24,f,single,n,achievement
1374,36,m,married,y,achievement
1376,49,f,married,y,achievement
1377,36,m,single,n,achievement
1378,52,m,single,n,achievement
1379,21,m,single,n,achievement
1380,43,m,married,y,achievement
1381,39,f,married,y,achievement
1382,25,f,single,n,achievement
1384,23,m,single,n,achievement
1385,19,m,single,n,achievement
1387,30,m,married,y,achievement
1388,25,m,single,n,achievement
1389,29,m,married,n,achievement
1390,27,m,single,n,achievement
1391,34,m,married,n,achievement
1392,36,m,single,n,achievement
1393,26,f,married,n,achievement
1394,33,m,married,n,achievement
1395,25,f,married,n,achievement
1396,31,m,married,y,achievement
1397,22,m,single,n,achievement
1398,34,f,single,n,achievement
1399,27,f,single,n,achievement
1400,27,m,single,n,achievement
1401,21,m,single,n,achievement
1402,27,f,married,y,achievement
1403,38,m,married,y,achievement
1404,37,m,married,y,achievement
1405,36,m,single,y,achievement
1406,26,m,single,n,achievement
1407,31,m,single,n,achievement
1408,24,f,married,y,achievement
1409,22,f,single,n,achievement
1410,38,f,married,y,achievement
1411,30,f,married,y,achievement
1412,24,m,single,n,achievement
1413,25,m,single,n,achievement
1414,20,m,single,n,achievement
1415,31,m,single,n,achievement
1416,51,m,single,n,achievement
1417,25,f,single,n,achievement
1418,23,m,single,n,achievement
1420,54,f,married,y,achievement
1421,28,m,single,n,achievement
1422,24,m,married,y,achievement
1423,21,f,single,n,achievement
1424,20,m,single,n,achievement
1426,37,f,married,y,achievement
1427,28,f,married,y,achievement
1428,38,f,married,y,achievement
1430,33,m,single,n,achievement
1431,24,m,single,n,achievement
1432,19,m,single,n,achievement
1433,29,m,single,y,achievement
1434,27,m,single,n,achievement
1435,45,f,married,y,achievement
1436,31,m,married,y,achievement
1437,27,m,single,n,achievement
1438,27,m,single,n,achievement
1439,35,f,single,n,achievement
1440,24,m,single,n,achievement
1442,41,m,married,y,achievement
1443,36,f,married,n,achievement
1444,28,m,married,y,achievement
1445,45,f,married,y,achievement
1446,26,f,married,n,achievement
1447,24,f,married,n,achievement
1448,38,m,married,y,achievement
1449,52,f,married,y,achievement
1450,37,f,married,y,achievement
1451,32,f,married,y,achievement
1452,24,f,single,n,achievement
1453,33,m,married,y,achievement
1454,35,m,single,n,achievement
1455,19,m,married,n,achievement
1456,25,m,single,n,achievement
1457,32,f,married,y,affection
1458,28,f,single,n,achievement
1459,22,m,single,n,achievement
1460,29,f,married,y,achievement
1461,23,f,married,n,achievement
1462,24,m,single,n,achievement
1463,31,m,single,n,achievement
1464,31,m,married,n,achievement
1465,45,m,married,y,achievement
1467,26,m,single,n,achievement
1468,36,m,single,y,achievement
1469,30,f,married,y,achievement
1470,24,m,single,n,achievement
1471,31,m,married,y,achievement
1472,41,m,single,n,achievement
1473,38,m,married,y,achievement
1474,23,m,single,n,achievement
1475,32,f,single,n,achievement
1476,20,m,single,n,achievement
1478,28,f,married,y,achievement
1480,27,f,single,n,achievement
1481,24,f,single,n,achievement
1482,31,f,single,n,achievement
1483,26,f,single,n,achievement
1484,37,f,single,n,achievement
1485,30,f,single,y,achievement
1486,24,m,single,n,achievement
1487,26,m,married,n,achievement
1489,35,m,single,n,achievement
1490,25,m,single,n,achievement
1491,25,f,single,n,achievement
1492,41,m,single,n,achievement
1493,22,m,single,n,achievement
1494,28,m,married,y,achievement
1495,40,m,married,y,achievement
1496,23,f,single,n,achievement
1497,23,m,single,n,achievement
1498,35,f,married,y,achievement
1500,44,m,married,y,achievement
1501,30,m,single,n,achievement
1502,42,f,married,y,achievement
1503,42,f,single,n,achievement
1504,25,m,single,n,achievement
1505,33,m,married,n,achievement
1506,35,f,married,y,affection
1507,43,m,single,y,achievement
1508,27,f,married,y,affection
1509,27,m,single,n,achievement
1510,38,m,single,n,achievement
1511,33,m,married,y,achievement
1512,24,m,single,n,achievement
1513,25,m,single,n,achievement
1514,28,f,married,y,achievement
1515,23,f,single,n,achievement
1516,20,m,single,n,achievement
1517,22,m,single,n,achievement
1518,25,m,single,n,achievement
1519,22,m,single,n,achievement
1520,33,f,married,y,achievement
1521,22,f,single,n,achievement
1522,20,m,single,n,achievement
1523,20,f,single,y,achievement
1524,31,m,single,n,achievement
1525,24,m,single,n,achievement
1526,30,f,single,n,achievement
1527,25,m,single,n,achievement
1528,25,f,married,y,achievement
1529,23,f,single,y,achievement
1530,25,f,single,n,achievement
1531,26,f,single,n,achievement
1532,51,m,married,y,achievement
1533,22,m,single,n,achievement
1534,35,m,single,n,achievement
1535,38,f,married,y,achievement
1536,20,m,single,n,achievement
1537,23,m,single,n,achievement
1538,40,f,married,y,achievement
1539,26,m,single,n,achievement
1540,29,m,married,y,achievement
1541,31,m,single,n,achievement
1542,23,f,single,y,achievement
1543,41,m,married,y,achievement
1544,21,f,single,n,achievement
1545,26,f,married,y,achievement
1546,38,m,married,y,achievement
1547,38,f,single,n,achievement
1548,30,m,single,n,achievement
1549,33,m,single,n,achievement
1550,41,m,married,y,achievement
1551,20,m,single,n,achievement
1552,27,m,single,n,achievement
1553,27,f,single,y,achievement
1554,18,m,single,n,achievement
1555,24,m,married,n,achievement
1556,42,f,married,n,achievement
1557,28,m,single,n,achievement
1558,20,m,single,n,achievement
1559,30,m,single,n,achievement
1560,30,f,married,n,achievement
1561,24,f,single,n,achievement
1562,32,f,married,y,achievement
1563,27,m,married,n,achievement
1564,18,m,single,n,achievement
1565,25,f,single,n,achievement
1567,25,m,married,n,achievement
1568,29,f,married,n,achievement
1569,24,m,single,n,achievement
1570,34,f,single,n,achievement
1571,54,f,married,y,achievement
1572,27,m,married,y,achievement
1573,23,m,single,n,achievement
1574,39,m,single,n,achievement
1575,32,f,single,n,achievement
1576,20,m,single,n,achievement
1577,51,f,married,y,achievement
1578,43,m,married,y,achievement
1579,44,m,single,n,achievement
1580,30,m,single,n,achievement
1582,21,m,single,n,achievement
1583,35,m,married,n,achievement
1584,19,f,single,n,achievement
1585,28,m,single,n,achievement
1586,26,m,single,n,achievement
1587,25,m,married,n,achievement
1588,34,m,married,y,achievement
1590,22,m,single,n,achievement
1591,35,f,married,y,achievement
1592,27,f,married,y,achievement
